Nom,Aguerrie,Capacité de Soutien,Code,Code de Type,Coriace,Cout Main,Cout Reserve,Défenseur,Eau,Faction,Feuille,Fleche,Formula,Fugace,Gigantesque,ID,Identifiant,Langue,Main,Possession,Reserve,Roche,Set,Type unité,Éternel
Shenlong,No,No,BTG-053-C-EN,C - Commune,,6,6,No,8,Bravos,8,No,,No,No,53,MCA-288,EN - English,No,0,No,8,BTG - Au-delà des portes,Personnage,No
Shenlong,No,No,BTG-053-R-FR,R - Rare,1,6,6,No,9,Bravos,9,No,,No,No,53,MCA-289,FR - Français,No,2,No,9,BTG - Au-delà des portes,Personnage,No
Shenlong,No,No,BTG-053-R-EN,R - Rare,1,6,6,No,9,Bravos,9,No,,No,No,53,MCA-290,EN - English,No,1,No,9,BTG - Au-delà des portes,Personnage,No
Shenlong,No,No,BTG-053-F-FR,F - Transfuge,,6,6,No,8,Lyra,8,No,,No,No,53,MCA-291,FR - Français,No,0,No,8,BTG - Au-delà des portes,Personnage,No
Shenlong,No,No,BTG-053-F-EN,F - Transfuge,,6,6,No,8,Lyra,8,No,,No,No,53,MCA-292,EN - English,No,0,No,8,BTG - Au-delà des portes,Personnage,No
"Kaibara, Léviathan Asgarthi",No,No,BTG-054-C-FR,C - Commune,X,8,8,No,6,Bravos,6,No,,No,Yes,54,MCA-293,FR - Français,No,1,No,6,BTG - Au-delà des portes,Personnage,No
"Kaibara, Asgarthan Leviathan",No,No,BTG-054-C-EN,C - Commune,X,8,8,No,6,Bravos,6,No,,No,Yes,54,MCA-294,EN - English,No,0,No,6,BTG - Au-delà des portes,Personnage,No
"Kaibara, Léviathan Asgarthi",No,No,BTG-054-R-FR,R - Rare,X,9,9,No,8,Bravos,8,No,,No,Yes,54,MCA-295,FR - Français,No,3,No,8,BTG - Au-delà des portes,Personnage,No
"Kaibara, Asgarthan Leviathan",No,No,BTG-054-R-EN,R - Rare,X,9,9,No,8,Bravos,8,No,,No,Yes,54,MCA-296,EN - English,No,0,No,8,BTG - Au-delà des portes,Personnage,No
"Kaibara, Léviathan Asgarthi",No,No,BTG-054-F-FR,F - Transfuge,X,8,8,No,6,Lyra,6,No,,No,Yes,54,MCA-297,FR - Français,No,0,No,6,BTG - Au-delà des portes,Personnage,No
"Kaibara, Asgarthan Leviathan",No,No,BTG-054-F-EN,F - Transfuge,X,8,8,No,6,Lyra,6,No,,No,Yes,54,MCA-298,EN - English,No,0,No,6,BTG - Au-delà des portes,Personnage,No
Main Tendue,No,No,BTG-055-C-FR,C - Commune,,1,2,No,,Bravos,,No,,No,No,55,MCA-299,FR - Français,No,3,No,,BTG - Au-delà des portes,Sort,No
Helping Hand,No,No,BTG-055-C-EN,C - Commune,,1,2,No,,Bravos,,No,,No,No,55,MCA-300,EN - English,No,0,No,,BTG - Au-delà des portes,Sort,No
Main Tendue,No,No,BTG-055-R-FR,R - Rare,,1,1,No,,Bravos,,No,,Yes,No,55,MCA-301,FR - Français,No,0,No,,BTG - Au-delà des portes,Sort,No
Helping Hand,No,No,BTG-055-R-EN,R - Rare,,1,1,No,,Bravos,,No,,Yes,No,55,MCA-302,EN - English,No,0,No,,BTG - Au-delà des portes,Sort,No
Main Tendue,No,No,BTG-055-F-FR,F - Transfuge,,1,2,No,,Yzmir,,No,,No,No,55,MCA-303,FR - Français,No,0,No,,BTG - Au-delà des portes,Sort,No
Helping Hand,No,No,BTG-055-F-EN,F - Transfuge,,1,2,No,,Yzmir,,No,,No,No,55,MCA-304,EN - English,No,0,No,,BTG - Au-delà des portes,Sort,No
Intimidation,No,No,BTG-056-C-FR,C - Commune,,2,2,No,,Bravos,,No,,Yes,No,56,MCA-305,FR - Français,No,6,No,,BTG - Au-delà des portes,Sort,No
Intimidation,No,No,BTG-056-C-EN,C - Commune,,2,2,No,,Bravos,,No,,Yes,No,56,MCA-306,EN - English,No,0,No,,BTG - Au-delà des portes,Sort,No
Intimidation,No,No,BTG-056-C-FR,R - Rare,,2,2,No,,Bravos,,No,,Yes,No,56,MCA-307,FR - Français,No,0,No,,BTG - Au-delà des portes,Sort,No
Intimidation,No,No,BTG-056-C-EN,R - Rare,,2,2,No,,Bravos,,No,,Yes,No,56,MCA-308,EN - English,No,0,No,,BTG - Au-delà des portes,Sort,No
Intimidation,No,No,BTG-056-F-FR,F - Transfuge,,2,2,No,,Yzmir,,No,,Yes,No,56,MCA-309,FR - Français,No,0,No,,BTG - Au-delà des portes,Sort,No
Intimidation,No,No,BTG-056-F-EN,F - Transfuge,,2,2,No,,Yzmir,,No,,Yes,No,56,MCA-310,EN - English,No,0,No,,BTG - Au-delà des portes,Sort,No
Canalisation de Mana,No,No,BTG-057-C-FR,C - Commune,,2,2,No,,Bravos,,No,,Yes,No,57,MCA-311,FR - Français,No,2,No,,BTG - Au-delà des portes,Sort,No
Mana Channeling,No,No,BTG-057-C-EN,C - Commune,,2,2,No,,Bravos,,No,,Yes,No,57,MCA-312,EN - English,No,1,No,,BTG - Au-delà des portes,Sort,No
Canalisation de Mana,No,No,BTG-057-R-FR,R - Rare,,5,5,No,,Bravos,,No,,No,No,57,MCA-313,FR - Français,No,0,No,,BTG - Au-delà des portes,Sort,No
Mana Channeling,No,No,BTG-057-R-EN,R - Rare,,5,5,No,,Bravos,,No,,No,No,57,MCA-314,EN - English,No,0,No,,BTG - Au-delà des portes,Sort,No
Canalisation de Mana,No,No,BTG-057-F-FR,F - Transfuge,,2,2,No,,Muna,,No,,Yes,No,57,MCA-315,FR - Français,No,1,No,,BTG - Au-delà des portes,Sort,No
Mana Channeling,No,No,BTG-057-F-EN,F - Transfuge,,2,2,No,,Muna,,No,,Yes,No,57,MCA-316,EN - English,No,0,No,,BTG - Au-delà des portes,Sort,No
Entraînement Physique,No,No,BTG-058-C-FR,C - Commune,,2,3,No,,Bravos,,No,,No,No,58,MCA-317,FR - Français,No,4,No,,BTG - Au-delà des portes,Sort,No
Physical Training,No,No,BTG-058-C-EN,C - Commune,,2,3,No,,Bravos,,No,,No,No,58,MCA-318,EN - English,No,2,No,,BTG - Au-delà des portes,Sort,No
Entraînement Physique,No,No,BTG-058-R-FR,R - Rare,,3,3,No,,Bravos,,No,,No,No,58,MCA-319,FR - Français,No,2,No,,BTG - Au-delà des portes,Sort,No
Physical Training,No,No,BTG-058-R-EN,R - Rare,,3,3,No,,Bravos,,No,,No,No,58,MCA-320,EN - English,No,0,No,,BTG - Au-delà des portes,Sort,No
Entraînement Physique,No,No,BTG-058-F-FR,F - Transfuge,,2,3,No,,Muna,,No,,No,No,58,MCA-321,FR - Français,No,2,No,,BTG - Au-delà des portes,Sort,No
Physical Training,No,No,BTG-058-F-EN,F - Transfuge,,2,3,No,,Muna,,No,,No,No,58,MCA-322,EN - English,No,0,No,,BTG - Au-delà des portes,Sort,No
Éruption de Mana,No,No,BTG-059-C-FR,C - Commune,,3,3,No,,Bravos,,No,,Yes,No,59,MCA-323,FR - Français,No,1,No,,BTG - Au-delà des portes,Sort,No
Mana Eruption,No,No,BTG-059-C-EN,C - Commune,,3,3,No,,Bravos,,No,,Yes,No,59,MCA-324,EN - English,No,0,No,,BTG - Au-delà des portes,Sort,No
Éruption de Mana,No,No,BTG-059-R-FR,R - Rare,,2,2,No,,Bravos,,No,,Yes,No,59,MCA-325,FR - Français,No,0,No,,BTG - Au-delà des portes,Sort,No
Mana Eruption,No,No,BTG-059-R-EN,R - Rare,,2,2,No,,Bravos,,No,,Yes,No,59,MCA-326,EN - English,No,0,No,,BTG - Au-delà des portes,Sort,No
Éruption de Mana,No,No,BTG-059-F-FR,F - Transfuge,,2,2,No,,Muna,,No,,Yes,No,59,MCA-327,FR - Français,No,1,No,,BTG - Au-delà des portes,Sort,No
Mana Eruption,No,No,BTG-059-F-EN,F - Transfuge,,2,2,No,,Muna,,No,,Yes,No,59,MCA-328,EN - English,No,0,No,,BTG - Au-delà des portes,Sort,No
"Havre, Bastion Bravos",No,No,BTG-060-C-FR,C - Commune,,2,2,No,,Bravos,,No,,No,No,60,MCA-329,FR - Français,No,5,No,,BTG - Au-delà des portes,Repère Permanent,No
"Haven, Bravos Bastion",No,No,BTG-060-C-EN,C - Commune,,2,2,No,,Bravos,,No,,No,No,60,MCA-330,EN - English,No,1,No,,BTG - Au-delà des portes,Repère Permanent,No
"Havre, Bastion Bravos",No,No,BTG-060-R-FR,R - Rare,,2,2,No,,Bravos,,Yes,,No,No,60,MCA-331,FR - Français,No,0,No,,BTG - Au-delà des portes,Repère Permanent,No
"Haven, Bravos Bastion",No,No,BTG-060-R-EN,R - Rare,,2,2,No,,Bravos,,Yes,,No,No,60,MCA-332,EN - English,No,0,No,,BTG - Au-delà des portes,Repère Permanent,No
"Havre, Bastion Bravos",No,No,BTG-060-F-FR,F - Transfuge,,2,2,No,,Axiom,,Yes,,No,No,60,MCA-333,FR - Français,No,0,No,,BTG - Au-delà des portes,Repère Permanent,No
"Haven, Bravos Bastion",No,No,BTG-060-F-EN,F - Transfuge,,2,2,No,,Axiom,,Yes,,No,No,60,MCA-334,EN - English,No,1,No,,BTG - Au-delà des portes,Repère Permanent,No
Nevenka & Blotch,No,No,BTG-061-H-FR,H - Héro,,,,No,,Lyra,,No,,No,No,61,MCA-335,FR - Français,No,4,No,,BTG - Au-delà des portes,,No
Nevenka & Blotch,No,No,BTG-061-H-EN,H - Héro,,,,No,,Lyra,,No,,No,No,61,MCA-336,EN - English,No,1,No,,BTG - Au-delà des portes,,No
Auraq & Kibble,No,No,BTG-062-H-FR,H - Héro,,,,No,,Lyra,,No,,No,No,62,MCA-337,FR - Français,No,2,No,,BTG - Au-delà des portes,,No
Auraq & Kibble,No,No,BTG-062-H-EN,H - Héro,,,,No,,Lyra,,No,,No,No,62,MCA-338,EN - English,No,2,No,,BTG - Au-delà des portes,,No
Fen & Crowbar,No,No,BTG-063-H-FR,H - Héro,,,,No,,Lyra,,No,,No,No,63,MCA-339,FR - Français,No,3,No,,BTG - Au-delà des portes,,No
Fen & Crowbar,No,No,BTG-063-H-EN,H - Héro,,,,No,,Lyra,,No,,No,No,63,MCA-340,EN - English,No,0,No,,BTG - Au-delà des portes,,No
Martengale,No,Yes,BTG-064-C-FR,C - Commune,,1,1,No,0,Lyra,1,No,,No,No,64,MCA-341,FR - Français,No,2,No,1,BTG - Au-delà des portes,Personnage,No
Martengale,No,Yes,BTG-064-C-EN,C - Commune,,1,1,No,0,Lyra,1,No,,No,No,64,MCA-342,EN - English,No,0,No,1,BTG - Au-delà des portes,Personnage,No
Martengale,No,Yes,BTG-064-R-FR,R - Rare,,1,1,No,0,Lyra,1,No,,No,No,64,MCA-343,FR - Français,No,0,No,1,BTG - Au-delà des portes,Personnage,No
Martengale,No,Yes,BTG-064-R-EN,R - Rare,,1,1,No,0,Lyra,1,No,,No,No,64,MCA-344,EN - English,No,0,No,1,BTG - Au-delà des portes,Personnage,No
Martengale,No,Yes,BTG-064-F-FR,F - Transfuge,,1,1,No,0,Axiom,1,No,,No,No,64,MCA-345,FR - Français,No,0,No,1,BTG - Au-delà des portes,Personnage,No
Martengale,No,Yes,BTG-064-F-EN,F - Transfuge,,1,1,No,0,Axiom,1,No,,No,No,64,MCA-346,EN - English,No,0,No,1,BTG - Au-delà des portes,Personnage,No
Prestidigitatrice de l’Ouroboros,No,No,BTG-065-C-FR,C - Commune,,2,1,No,0,Lyra,0,Yes,,No,No,65,MCA-347,FR - Français,No,5,No,0,BTG - Au-delà des portes,Personnage,No
Ouroboros Trickster,No,No,BTG-065-C-EN,C - Commune,,2,1,No,0,Lyra,0,Yes,,No,No,65,MCA-348,EN - English,No,0,No,0,BTG - Au-delà des portes,Personnage,No
Prestidigitatrice de l’Ouroboros,No,No,BTG-065-R-FR,R - Rare,,2,2,No,0,Lyra,0,Yes,,No,No,65,MCA-349,FR - Français,No,1,No,0,BTG - Au-delà des portes,Personnage,No
Ouroboros Trickster,No,No,BTG-065-R-EN,R - Rare,,2,2,No,0,Lyra,0,Yes,,No,No,65,MCA-350,EN - English,No,0,No,0,BTG - Au-delà des portes,Personnage,No
Prestidigitatrice de l’Ouroboros,No,No,BTG-065-F-FR,F - Transfuge,,2,1,No,0,Bravos,0,Yes,,No,No,65,MCA-351,FR - Français,No,0,No,0,BTG - Au-delà des portes,Personnage,No
Ouroboros Trickster,No,No,BTG-065-F-EN,F - Transfuge,,2,1,No,0,Bravos,0,Yes,,No,No,65,MCA-352,EN - English,No,0,No,0,BTG - Au-delà des portes,Personnage,No
Esmeralda,No,No,BTG-066-C-FR,C - Commune,,2,2,No,2,Lyra,0,No,,No,No,66,MCA-353,FR - Français,Yes,5,No,2,BTG - Au-delà des portes,Personnage,No
Esmeralda,No,No,BTG-066-C-EN,C - Commune,,2,2,No,2,Lyra,0,No,,No,No,66,MCA-354,EN - English,Yes,3,No,2,BTG - Au-delà des portes,Personnage,No
Esmeralda,No,No,BTG-066-R-FR,R - Rare,,2,3,No,2,Lyra,0,Yes,,No,No,66,MCA-355,FR - Français,No,1,No,2,BTG - Au-delà des portes,Personnage,No
Esmeralda,No,No,BTG-066-R-EN,R - Rare,,2,3,No,2,Lyra,0,Yes,,No,No,66,MCA-356,EN - English,No,0,No,2,BTG - Au-delà des portes,Personnage,No
Esmeralda,No,No,BTG-066-F-FR,F - Transfuge,,2,2,No,2,Muna,0,No,,No,No,66,MCA-357,FR - Français,Yes,0,No,2,BTG - Au-delà des portes,Personnage,No
Esmeralda,No,No,BTG-066-F-EN,F - Transfuge,,2,2,No,2,Muna,0,No,,No,No,66,MCA-358,EN - English,Yes,0,No,2,BTG - Au-delà des portes,Personnage,No
Skald Lyra,No,No,BTG-067-C-FR,C - Commune,,2,2,No,2,Lyra,3,No,,No,No,67,MCA-359,FR - Français,No,4,No,0,BTG - Au-delà des portes,Personnage,No
Lyra Skald,No,No,BTG-067-C-EN,C - Commune,,2,2,No,2,Lyra,3,No,,No,No,67,MCA-360,EN - English,No,1,No,0,BTG - Au-delà des portes,Personnage,No
Skald Lyra,No,Yes,BTG-067-R-FR,R - Rare,,2,2,No,2,Lyra,3,No,,No,No,67,MCA-361,FR - Français,Yes,0,No,0,BTG - Au-delà des portes,Personnage,No
Lyra Skald,No,Yes,BTG-067-R-EN,R - Rare,,2,2,No,2,Lyra,3,No,,No,No,67,MCA-362,EN - English,Yes,0,No,0,BTG - Au-delà des portes,Personnage,No
Skald Lyra,No,Yes,BTG-067-F-FR,F - Transfuge,,2,2,No,2,Yzmir,3,No,,No,No,67,MCA-363,FR - Français,Yes,0,No,0,BTG - Au-delà des portes,Personnage,No
Lyra Skald,No,Yes,BTG-067-F-EN,F - Transfuge,,2,2,No,2,Yzmir,3,No,,No,No,67,MCA-364,EN - English,Yes,0,No,0,BTG - Au-delà des portes,Personnage,No
Comédien Lyra,No,No,BTG-068-C-FR,C - Commune,,2,2,No,2,Lyra,2,Yes,,No,No,68,MCA-365,FR - Français,No,2,No,2,BTG - Au-delà des portes,Personnage,No
Lyra Thespian,No,No,BTG-068-C-EN,C - Commune,,2,2,No,2,Lyra,2,Yes,,No,No,68,MCA-366,EN - English,No,0,No,2,BTG - Au-delà des portes,Personnage,No
Comédien Lyra,No,No,BTG-068-R-FR,R - Rare,,2,2,No,2,Lyra,2,Yes,,No,No,68,MCA-367,FR - Français,No,0,No,2,BTG - Au-delà des portes,Personnage,No
Lyra Thespian,No,No,BTG-068-R-EN,R - Rare,,2,2,No,2,Lyra,2,Yes,,No,No,68,MCA-368,EN - English,No,0,No,2,BTG - Au-delà des portes,Personnage,No
Comédien Lyra,No,No,BTG-068-F-FR,F - Transfuge,,2,2,No,2,Muna,2,Yes,,No,No,68,MCA-369,FR - Français,No,0,No,2,BTG - Au-delà des portes,Personnage,No
Lyra Thespian,No,No,BTG-068-F-EN,F - Transfuge,,2,2,No,2,Muna,2,Yes,,No,No,68,MCA-370,EN - English,No,0,No,2,BTG - Au-delà des portes,Personnage,No
Hathor,No,Yes,BTG-069-C-FR,C - Commune,,2,3,No,0,Lyra,3,No,,No,No,69,MCA-371,FR - Français,No,5,No,3,BTG - Au-delà des portes,Personnage,No
Hathor,No,Yes,BTG-069-C-EN,C - Commune,,2,3,No,0,Lyra,3,No,,No,No,69,MCA-372,EN - English,No,1,No,3,BTG - Au-delà des portes,Personnage,No
Hathor,No,Yes,BTG-069-R-FR,R - Rare,,2,2,No,0,Lyra,3,No,,No,No,69,MCA-373,FR - Français,No,2,No,3,BTG - Au-delà des portes,Personnage,No
Hathor,No,Yes,BTG-069-R-EN,R - Rare,,2,2,No,0,Lyra,3,No,,No,No,69,MCA-374,EN - English,No,0,No,3,BTG - Au-delà des portes,Personnage,No
Hathor,No,Yes,BTG-069-F-FR,F - Transfuge,,2,2,No,0,Yzmir,3,No,,No,No,69,MCA-375,FR - Français,No,0,No,3,BTG - Au-delà des portes,Personnage,No
Hathor,No,Yes,BTG-069-F-EN,F - Transfuge,,2,2,No,0,Yzmir,3,No,,No,No,69,MCA-376,EN - English,No,0,No,3,BTG - Au-delà des portes,Personnage,No
Navigatrice Lyra,No,No,BTG-070-C-FR,C - Commune,,2,3,No,4,Lyra,0,No,,No,No,70,MCA-377,FR - Français,No,1,No,0,BTG - Au-delà des portes,Personnage,No
Lyra Navigator,No,No,BTG-070-C-EN,C - Commune,,2,3,No,4,Lyra,0,No,,No,No,70,MCA-378,EN - English,No,1,No,0,BTG - Au-delà des portes,Personnage,No
Navigatrice Lyra,No,Yes,BTG-070-R-FR,R - Rare,,2,2,No,4,Lyra,0,No,,No,No,70,MCA-379,FR - Français,No,0,No,0,BTG - Au-delà des portes,Personnage,No
Lyra Navigator,No,Yes,BTG-070-R-EN,R - Rare,,2,2,No,4,Lyra,0,No,,No,No,70,MCA-380,EN - English,No,0,No,0,BTG - Au-delà des portes,Personnage,No
Navigatrice Lyra,No,No,BTG-070-F-FR,F - Transfuge,,2,3,No,4,Bravos,0,No,,No,No,70,MCA-381,FR - Français,No,0,No,0,BTG - Au-delà des portes,Personnage,No
Lyra Navigator,No,No,BTG-070-F-EN,F - Transfuge,,2,3,No,4,Bravos,0,No,,No,No,70,MCA-382,EN - English,No,0,No,0,BTG - Au-delà des portes,Personnage,No
Anansi,No,No,BTG-071-C-FR,C - Commune,,3,2,No,2,Lyra,2,Yes,,No,No,71,MCA-383,FR - Français,No,1,No,2,BTG - Au-delà des portes,Personnage,No
Anansi,No,No,BTG-071-C-EN,C - Commune,,3,2,No,2,Lyra,2,Yes,,No,No,71,MCA-384,EN - English,No,0,No,2,BTG - Au-delà des portes,Personnage,No
Anansi,No,No,BTG-071-R-FR,R - Rare,,3,2,No,0,Lyra,0,Yes,,No,No,71,MCA-385,FR - Français,No,0,No,0,BTG - Au-delà des portes,Personnage,No
Anansi,No,No,BTG-071-R-EN,R - Rare,,3,2,No,0,Lyra,0,Yes,,No,No,71,MCA-386,EN - English,No,0,No,0,BTG - Au-delà des portes,Personnage,No
Anansi,No,No,BTG-071-F-FR,F - Transfuge,,3,2,No,2,Axiom,2,Yes,,No,No,71,MCA-387,FR - Français,No,1,No,2,BTG - Au-delà des portes,Personnage,No
Anansi,No,No,BTG-071-F-EN,F - Transfuge,,3,2,No,2,Axiom,2,Yes,,No,No,71,MCA-388,EN - English,No,0,No,2,BTG - Au-delà des portes,Personnage,No
Danseuse d’Étoffe Lyra,No,No,BTG-072-C-FR,C - Commune,,3,2,No,2,Lyra,0,No,,No,No,72,MCA-389,FR - Français,Yes,4,No,3,BTG - Au-delà des portes,Personnage,No
Lyra Cloth Dancer,No,No,BTG-072-C-EN,C - Commune,,3,2,No,2,Lyra,0,No,,No,No,72,MCA-390,EN - English,Yes,0,No,3,BTG - Au-delà des portes,Personnage,No
Danseuse d’Étoffe Lyra,No,No,BTG-072-R-FR,R - Rare,,3,2,No,2,Lyra,0,No,,No,No,72,MCA-391,FR - Français,Yes,1,No,2,BTG - Au-delà des portes,Personnage,No
Lyra Cloth Dancer,No,No,BTG-072-R-EN,R - Rare,,3,2,No,2,Lyra,0,No,,No,No,72,MCA-392,EN - English,Yes,0,No,2,BTG - Au-delà des portes,Personnage,No
Danseuse d’Étoffe Lyra,No,No,BTG-072-F-FR,F - Transfuge,,3,2,No,2,Muna,0,No,,No,No,72,MCA-393,FR - Français,Yes,1,No,3,BTG - Au-delà des portes,Personnage,No
Lyra Cloth Dancer,No,No,BTG-072-F-EN,F - Transfuge,,3,2,No,2,Muna,0,No,,No,No,72,MCA-394,EN - English,Yes,0,No,3,BTG - Au-delà des portes,Personnage,No
Chroniqueuse Lyra,No,No,BTG-073-C-FR,C - Commune,,3,3,No,4,Lyra,4,No,,No,No,73,MCA-395,FR - Français,No,4,No,0,BTG - Au-delà des portes,Personnage,No
Lyra Chronicler,No,No,BTG-073-C-EN,C - Commune,,3,3,No,4,Lyra,4,No,,No,No,73,MCA-396,EN - English,No,1,No,0,BTG - Au-delà des portes,Personnage,No
Chroniqueuse Lyra,No,Yes,BTG-073-R-FR,R - Rare,,3,3,No,4,Lyra,4,No,,No,No,73,MCA-397,FR - Français,No,0,No,0,BTG - Au-delà des portes,Personnage,No
Lyra Chronicler,No,Yes,BTG-073-R-EN,R - Rare,,3,3,No,4,Lyra,4,No,,No,No,73,MCA-398,EN - English,No,2,No,0,BTG - Au-delà des portes,Personnage,No
Chroniqueuse Lyra,No,Yes,BTG-073-F-FR,F - Transfuge,,3,3,No,4,Axiom,4,No,,No,No,73,MCA-399,FR - Français,No,0,No,0,BTG - Au-delà des portes,Personnage,No
Lyra Chronicler,No,Yes,BTG-073-F-EN,F - Transfuge,,3,3,No,4,Axiom,4,No,,No,No,73,MCA-400,EN - English,No,0,No,0,BTG - Au-delà des portes,Personnage,No
Encrière de l’Ouroboros,No,No,BTG-074-C-FR,C - Commune,,3,3,No,2,Lyra,3,No,,No,No,74,MCA-401,FR - Français,No,1,No,3,BTG - Au-delà des portes,Personnage,No
Ouroboros Inkcaster,No,No,BTG-074-C-EN,C - Commune,,3,3,No,2,Lyra,3,No,,No,No,74,MCA-402,EN - English,No,0,No,3,BTG - Au-delà des portes,Personnage,No
Encrière de l’Ouroboros,No,Yes,BTG-074-R-FR,R - Rare,,2,2,No,2,Lyra,2,No,,No,No,74,MCA-403,FR - Français,No,0,No,2,BTG - Au-delà des portes,Personnage,No
Ouroboros Inkcaster,No,Yes,BTG-074-R-EN,R - Rare,,2,2,No,2,Lyra,2,No,,No,No,74,MCA-404,EN - English,No,0,No,2,BTG - Au-delà des portes,Personnage,No
Encrière de l’Ouroboros,No,No,BTG-074-F-FR,F - Transfuge,,2,2,No,2,Axiom,2,No,,No,No,74,MCA-405,FR - Français,No,0,No,2,BTG - Au-delà des portes,Personnage,No
Ouroboros Inkcaster,No,No,BTG-074-F-EN,F - Transfuge,,2,2,No,2,Axiom,2,No,,No,No,74,MCA-406,EN - English,No,0,No,2,BTG - Au-delà des portes,Personnage,No
Tanuki,No,No,BTG-075-C-FR,C - Commune,,3,3,No,0,Lyra,3,No,,No,No,75,MCA-407,FR - Français,Yes,3,No,3,BTG - Au-delà des portes,Personnage,No
Tanuki,No,No,BTG-075-C-EN,C - Commune,,3,3,No,0,Lyra,3,No,,No,No,75,MCA-408,EN - English,Yes,0,No,3,BTG - Au-delà des portes,Personnage,No
Tanuki,No,No,BTG-075-R-FR,R - Rare,,3,3,No,0,Lyra,3,No,,No,No,75,MCA-409,FR - Français,Yes,1,Yes,3,BTG - Au-delà des portes,Personnage,No
Tanuki,No,No,BTG-075-R-EN,R - Rare,,3,3,No,0,Lyra,3,No,,No,No,75,MCA-410,EN - English,Yes,0,Yes,3,BTG - Au-delà des portes,Personnage,No
Tanuki,No,No,BTG-075-F-FR,F - Transfuge,,3,3,No,0,Bravos,3,No,,No,No,75,MCA-411,FR - Français,Yes,0,No,3,BTG - Au-delà des portes,Personnage,No
Tanuki,No,No,BTG-075-F-EN,F - Transfuge,,3,3,No,0,Bravos,3,No,,No,No,75,MCA-412,EN - English,Yes,0,No,3,BTG - Au-delà des portes,Personnage,No
Le Marchand de Sable,No,No,BTG-076-C-FR,C - Commune,,3,3,No,3,Lyra,0,No,,No,No,76,MCA-413,FR - Français,Yes,2,No,3,BTG - Au-delà des portes,Personnage,No
The Sandman,No,No,BTG-076-C-EN,C - Commune,,3,3,No,3,Lyra,0,No,,No,No,76,MCA-414,EN - English,Yes,1,No,3,BTG - Au-delà des portes,Personnage,No
Le Marchand de Sable,No,No,BTG-076-R-FR,R - Rare,,3,2,No,3,Lyra,0,No,,No,No,76,MCA-415,FR - Français,Yes,0,No,3,BTG - Au-delà des portes,Personnage,No
The Sandman,No,No,BTG-076-R-EN,R - Rare,,3,2,No,3,Lyra,0,No,,No,No,76,MCA-416,EN - English,Yes,0,No,3,BTG - Au-delà des portes,Personnage,No
Le Marchand de Sable,No,No,BTG-076-F-FR,F - Transfuge,,3,2,No,3,Ordis,0,No,,No,No,76,MCA-417,FR - Français,Yes,1,No,3,BTG - Au-delà des portes,Personnage,No
The Sandman,No,No,BTG-076-F-EN,F - Transfuge,,3,2,No,3,Ordis,0,No,,No,No,76,MCA-418,EN - English,Yes,1,No,3,BTG - Au-delà des portes,Personnage,No
Croupière de l’Ouroboros,No,No,BTG-077-C-FR,C - Commune,,4,4,No,4,Lyra,0,No,,No,No,77,MCA-419,FR - Français,Yes,5,No,4,BTG - Au-delà des portes,Personnage,No
Ouroboros Croupier,No,No,BTG-077-C-EN,C - Commune,,4,4,No,4,Lyra,0,No,,No,No,77,MCA-420,EN - English,Yes,0,No,4,BTG - Au-delà des portes,Personnage,No
Croupière de l’Ouroboros,No,Yes,BTG-077-R-FR,R - Rare,,4,4,No,5,Lyra,0,No,,No,No,77,MCA-421,FR - Français,Yes,1,No,5,BTG - Au-delà des portes,Personnage,No
Ouroboros Croupier,No,Yes,BTG-077-R-EN,R - Rare,,4,4,No,5,Lyra,0,No,,No,No,77,MCA-422,EN - English,Yes,0,No,5,BTG - Au-delà des portes,Personnage,No
Croupière de l’Ouroboros,No,Yes,BTG-077-F-FR,F - Transfuge,,4,4,No,5,Axiom,0,No,,No,No,77,MCA-423,FR - Français,Yes,0,No,5,BTG - Au-delà des portes,Personnage,No
Ouroboros Croupier,No,Yes,BTG-077-F-EN,F - Transfuge,,4,4,No,5,Axiom,0,No,,No,No,77,MCA-424,EN - English,Yes,0,No,5,BTG - Au-delà des portes,Personnage,No
Le Chapelier,No,Yes,BTG-078-C-FR,C - Commune,,4,5,No,0,Lyra,5,No,,No,No,78,MCA-425,FR - Français,No,6,No,5,BTG - Au-delà des portes,Personnage,No
The Hatter,No,Yes,BTG-078-C-EN,C - Commune,,4,5,No,0,Lyra,5,No,,No,No,78,MCA-426,EN - English,No,1,No,5,BTG - Au-delà des portes,Personnage,No
Le Chapelier,No,Yes,BTG-078-R-FR,R - Rare,,4,4,No,5,Lyra,5,No,,No,No,78,MCA-427,FR - Français,No,0,No,0,BTG - Au-delà des portes,Personnage,No
The Hatter,No,Yes,BTG-078-R-EN,R - Rare,,4,4,No,5,Lyra,5,No,,No,No,78,MCA-428,EN - English,No,0,No,0,BTG - Au-delà des portes,Personnage,No
Le Chapelier,No,Yes,BTG-078-F-FR,F - Transfuge,,4,5,No,0,Bravos,5,No,,No,No,78,MCA-429,FR - Français,No,1,No,5,BTG - Au-delà des portes,Personnage,No
The Hatter,No,Yes,BTG-078-F-EN,F - Transfuge,,4,5,No,0,Bravos,5,No,,No,No,78,MCA-430,EN - English,No,0,No,5,BTG - Au-delà des portes,Personnage,No
"Amahle, Paria Asgarthi",No,No,BTG-079-C-FR,C - Commune,,5,5,No,5,Lyra,5,Yes,,No,No,79,MCA-431,FR - Français,No,3,No,5,BTG - Au-delà des portes,Personnage,No
